1626167820,5605.75,375
1626167821,5605.75,375
1626167822,5605.75,375
1626167823,5605.75,375
1626167824,5605.75,375
1626167825,5605.75,375
1626167825,5605.75,375
1626167826,5605.75,375
1626167827,5605.75,375
1626167828,5605.75,375
1626167829,5605.75,375
1626167830,5605.75,375
1626167831,5605.75,375
1626167832,5605.75,375
1626167833,5605.75,375
1626167834,5605.75,375
1626167836,5605.75,375
1626167837,5605.75,375
1626167838,5605.75,375
1626167838,5605.75,375
1626167839,5605.75,375
1626167840,5605.75,375
1626167841,5605.75,375
1626167842,5605.75,375
1626167845,5605.75,375
1626167846,5605.75,375
1626167847,5605.75,375
1626167848,5605.75,375
1626167849,5605.75,375
1626167850,5605.75,375
1626167851,5605.75,375
